external_id,eng_name,full_name,context,short_context,name_ko,short_name_ko
2809,R. Steffen,Renato Steffen,Switzerland,Switzerland,,
742,R. Varane,Raphaël Xavier Varane,France,France,,
14174,R. Wilson,Roan Roberto Wilson Gordon,Costa Rica,Costa Rica,,
22236,Rafael Leão,Rafael Alexandre da Conceição Leão,Portugal,Portugal,,
104652,Riyadh Sharahili,Riyadh Mohammed Mohammed Husam Sharahili,Saudi Arabia,Saudi Arabia,,
2674,Rui Patrício,Rui Pedro dos Santos Patrício,Portugal,Portugal,,
39107,S. Adekugbe,Samuel Ayomide Adekugbe,Canada,Canada,,
8587,S. Amallah,Selim Amallah,Morocco,Morocco,,
340,S. Babić,Srđan Babić,Serbia,Serbia,,
244,S. Bergwijn,Steven Charles Bergwijn,Netherlands,Netherlands,,
1477,S. Coates,Sebastián Coates Nión,Uruguay,Uruguay,,
45021,S. Dieng,Seny Timothy Dieng,Senegal,Senegal,,
41349,S. Gonda,Shūichi Gonda,Japan,Japan,,
7689,S. Gouet,Samuel Yves Oum Gouet,Cameroon,Cameroon,,
16933,S. Jaziri,Seifeddine Jaziri,Tunisia,Tunisia,,
50848,S. Johnson,Sean Everet Johnson,USA,USA,,
2045,S. Kjær,Simon Thorup Kjær,Denmark,Denmark,,
1897,S. Mandanda,Steve Mandanda Mpidi,France,France,,
157086,S. Marou,Souaibou Marou,Cameroon,Cameroon,,
1856,S. Milinković-Savić,Sergej Milinković-Savić,Serbia,Serbia,,
2819,S. Mitrović,Stefan Mitrović,Serbia,Serbia,,
64310,S. Moore,Shaquell Kwame Moore,USA,USA,,
2603,S. Nakajima,Shoya Nakajima,Japan,Japan,,
145060,S. Ngapandouetnbu,Simon Brady Ngapandouetnbu,Cameroon,Cameroon,,
45826,S. Pavlović,Strahinja Pavlović,Serbia,Serbia,,
50792,S. Piette,Samuel Piette,Canada,Canada,,
35931,S. Sosa,Carlos Sebastián Sosa Silva,Uruguay,Uruguay,,
40440,S. Vitória,Steven de Sousa Vitória,Canada,Canada,,
3014,S. Żurkowski,Szymon Piotr Żurkowski,Poland,Poland,,
2528,Salem Al Hajri,Salem Ali Salem Al Hajri,Qatar,Qatar,,
144,Sergio Busquets,Sergio Busquets Burgos,Spain,Spain,,
2375,Sérgio Oliveira,Sérgio Miguel Relvas de Oliveira,Portugal,Portugal,,
34395,Son Jun-Ho,Jun-Ho Son,Korea Republic,South Korea,,
162,T. Alderweireld,Toby Albertine Maurits Alderweireld,Belgium,Belgium,,
2929,T. Hazard,Thorgan Ganael Francis Hazard,Belgium,Belgium,,
2963,T. Khenissi,Taha Yassine Khenissi,Tunisia,Tunisia,,
20203,T. Lockyer,Thomas Alun Lockyer,Wales,Wales,,
40984,T. Puchacz,Tymoteusz Puchacz,Poland,Poland,,
51069,U. Antuna,Carlos Uriel Antuna Romero,Mexico,Mexico,,
