external_id,eng_name,full_name,context,short_context,name_ko,short_name_ko
1163,Bruma,Armindo Tué Na Bangna,Portugal,Benfica,,
404243,Bruno Ramos,Bruno Cardoso Ramos de Carvalho,Brazil,Sporting CP,,
343345,C. Alexiou,Christos Alexiou,Greece,Inter,,
508419,Ç. Balta,Çağrı Hakan Balta,Türkiye,Galatasaray,,
138460,C. Barron,Connor Clark Barron,Scotland,Rangers,,
2975,C. Blackman,César Rodolfo Blackman Camarena,Panama,Slovan Bratislava,,
19850,C. Burgess,Christian Albert Elliot Burgess,England,Union St. Gilloise,,
37186,C. Dessers,Cyriel Kolawole Dessers,Nigeria,Rangers,,
561812,C. Garofalo,C. Garofalo,,Napoli,,
271869,C. Kabongo,Christophe Kabongo,Czechia,Plzen,,
49453,C. Kouakou,Chris Kouakou,Côte d'Ivoire,Qarabag,,
178362,Č. Makreckis,Čebrails Makreckis,Latvia,Ferencvarosi TC,,
371916,C. Mawissa Elebi,Christian Mawissa Elebi,France,Monaco,,
392514,C. Mouzakitis,Christos Mouzakitis,Greece,Olympiakos Piraeus,,
19272,C. O&apos;Dowda,Callum Joshua Ryan O'Dowda,Republic of Ireland,Ferencvarosi TC,,
339172,C. Osmand,Callum James Osmand,Wales,Celtic,,
850,C. Pinsoglio,Carlo Pinsoglio,Italy,Juventus,,
137131,C. Rösler,Colin Rösler,Norway,Malmo FF,,
284571,C. Sagoe,Charles Kwame Sagoe Junior,England,Arsenal,,
162211,C. Sandra,Cisse Sandra,Belgium,Club Brugge KV,,
179449,C. Souaré,Cheick Oumar Souaré,France,Plzen,,
18776,Ç. Söyüncü,Çağlar Söyüncü,Türkiye,Fenerbahçe,,
36910,C. Stengs,Calvin Stengs,Netherlands,Feyenoord,,
18768,C. Tosun,Cenk Tosun,Türkiye,Fenerbahçe,,
785,C. Ünder,Cengiz Ünder,Türkiye,Fenerbahçe,,
409607,C. Wiener-Pucher,Christoph Wiener-Pucher,Austria,Sturm Graz,,
216762,C. Zafeiris,Christos Zafeiris,Norway,Slavia Praha,,
216553,Cadu,Carlos Eduardo Lopes Cruz,Brazil,Ferencvarosi TC,,
10316,Caio Henrique,Caio Henrique Oliveira Silva,Brazil,Monaco,,
279797,Caio Vidal,Caio Vidal Rocha,Brazil,Ludogorets,,
324750,Carlos Martín,Carlos Martín Domínguez,Spain,Atletico Madrid,,
386306,César Palacios,César Palacios Pérez,Spain,Real Madrid,,
389034,Charlie Gray,Charlie Gray,England,Manchester City,,
195580,Clayton,Clayton Fernandes Silva,Brazil,Olympiakos Piraeus,,
451314,Colby Donovan,Colby Donovan,Scotland,Celtic,,
204037,Costinha,João Pedro Loureiro da Costa,Portugal,Olympiakos Piraeus,,
505,D. Alaba,David Olatukunbo Alaba,Austria,Real Madrid,,
43119,D. Alibec,Denis Alibec,Romania,FCSB,,
1121,D. Arzani,Daniel Arzani,Australia,Ferencvarosi TC,,
455245,D. Bakola,Darryl Bakola,France,Marseille,,
550932,D. Banjaqui,D. Banjaqui,,Benfica,,
364814,D. Bassi,Daniel Joshua Bassi Jakobsen,Norway,Bodo/Glimt,,
391000,D. Bonsu,Derrick Bonsu,Ghana,Drita,,
2945,D. Bronn,Dylan Daniel Mahmoud Bronn,Tunisia,Servette FC,,
532218,D. Buch,D. Buch,,Kairat Almaty,,
504157,D. Coulibaly,Djibril Coulibaly,France,Nice,,
304373,D. De Roeve,Denzel De Roeve,Belgium,Brann,,
28322,D. Dibusz,Dénes Dibusz,Hungary,Ferencvarosi TC,,
66214,D. Douděra,David Douděra,Czechia,Slavia Praha,,
31173,D. Frattesi,Davide Frattesi,Italy,Inter,,
56009,D. Glazer,Dan Leon Glazer,Israel,Kairat Almaty,,
9030,D. Graovac,Daniel Graovac,Bosnia and Herzegovina,FCSB,,
28409,D. Gróf,Dávid Attila Gróf,Hungary,Ferencvarosi TC,,
342464,D. Guðjohnsen,Daníel Tristan Guðjohnsen,Iceland,Malmo FF,,
33095,D. Hashioka,Daiki Hashioka,Japan,Slavia Praha,,
269188,D. Hristov,Damyan Hristov Hristov,Bulgaria,Ludogorets,,
105321,D. Ignatenko,Danylo Ignatenko,Ukraine,Slovan Bratislava,,
344258,D. Kacuri,Dion Kacuri,Switzerland,FC Basel 1893,,
322050,D. Kasabulat,Damir Kasabulat,Kazakhstan,Kairat Almaty,,
383647,D. Kochen,Diego Kochen,USA,Barcelona,,
38763,D. Lavalée,Dimitri Dominique Lavalée,Belgium,Sturm Graz,,
1305,D. Livaković,Dominik Livaković,Croatia,Fenerbahçe,,
25341,D. Luckassen,Derrick Luckassen,Netherlands,Pafos,,
33224,D. Maeda,Daizen Maeda,Japan,Celtic,,
134926,D. Maldini,Daniel Maldini,Italy,Atalanta,,
20863,D. Mancini,Daniel Mancini,Argentina,Panathinaikos,,
569021,D. Mesonero,D. Mesonero,,Real Madrid,,
400679,D. Moses,David Moses,Nigeria,Slavia Praha,,
311820,D. Murray,Dane Murray,Scotland,Celtic,,
567867,D. Ofli,D. Ofli,,Bayern München,,
453664,D. Reymov,Dias Reymov,Kazakhstan,Kairat Almaty,,
442537,D. Sarapata,Dominik Sarapata,Poland,FC Copenhagen,,
445472,D. Satpaev,Dastan Satpaev,Kazakhstan,Kairat Almaty,,
48722,D. Schmid,Dominik Robin Schmid,Switzerland,FC Basel 1893,,
19235,D. Spence,Diop Tehuti Djed-Hotep Spence,England,Tottenham,,
568115,D. Spinelli,D. Spinelli,,Napoli,,
61156,D. Strelec,David Strelec,Slovakia,Slovan Bratislava,,
1378,D. Takáč,Dominik Takáč,Slovakia,Slovan Bratislava,,
388769,D. Toula,Daniel Toula,Czech Republic,Slavia Praha,,
282903,D. van den Heuvel,Tristan Danique van den Heuvel,Netherlands,Club Brugge KV,,
383017,D. Vavassori,Dominic Vavassori,Italy,Atalanta,,
